,agent_k_invested_ideas_flat,agent_perceived_return_invested_ideas_flat,agent_actual_return_invested_ideas_flat
926,6.041850987275277,27.500024149223474,31.239366117628656
23,6.715445772957119,35.27742581093961,32.21910957093246
388,6.7334471775117235,45.375081693665045,45.522386594994664
398,6.916211008596434,24.182722210807206,24.721286320034473
826,6.934850693338258,64.07404222348383,51.94952334135746
846,7.3850168226784705,16.007366825870527,15.079112739515997
521,7.541802842164511,50.60669340504585,45.27942339545411
783,7.562426621880665,370.9263403500065,370.22318647057466
784,7.562426621880665,151.14211024827614,151.33245101682041
664,7.919856323220602,30.682007630758104,27.50264900123233
560,7.961392684839304,47.084854719405016,43.27725068080924
391,8.430800228231849,957.0333429029711,964.4683666305855
392,8.430800228231849,318.01924789351733,320.6853105459704
264,8.546539196873786,114.40075370727543,113.15578212633628
267,8.546539196873786,12.271194748846241,12.180006882311716
93,8.594610613226463,23.49385333063302,22.547647071285414
906,8.797563253384787,48.59923628884896,45.808281174296
694,8.800085619904506,32.91881702019418,33.48910534231436
693,8.800085619904506,274.2230353963914,278.3076897856099
247,9.191146684883316,41.02218899064704,36.588521460814256
439,9.287700951082135,125.5737540181994,123.51404735107008
10,9.474981619561312,63.05040312784041,60.00453695837506
321,9.524197105926458,7.997748586443265,7.656488152580295
323,9.524197105926458,18.521750541664318,17.987089552831634
322,9.524197105926458,88.76238215180133,85.62954885743203
320,9.524197105926458,74.68074128345599,70.29562314915118
356,9.535866348771965,60.60655628652057,57.4165975730175
351,9.535866348771965,22.67834415266225,21.604241742155864
350,9.535866348771965,84.45652639647778,80.77116658316845
125,9.682118684918779,31.759302355405794,38.59429076930266
489,9.732428891025851,25.164769833843017,26.96333763170315
161,9.741381983419027,24.964309540411893,28.938847857955206
700,9.896976803768416,827.8765813128784,839.9852121714025
699,9.896976803768416,617.938109957636,625.0910655163293
143,9.89838770126102,45.8449713586265,42.57656996898787
712,9.96585883840672,90.62537717584053,84.55107549560309
662,10.131674819013973,36.99627940255102,37.02925182069649
227,10.132020042026166,36.845292716938516,36.14966277271514
958,10.219773396025447,705.3490084459081,695.255631953125
957,10.219773396025447,1014.1240998239355,989.4017354100624
371,10.221040507209937,108.57147538807041,106.86945433032491
370,10.221040507209937,66.45839917684961,65.10527262133422
172,10.221936224311964,86.11582363529956,76.49229203422362
528,10.236575209893493,546.2359209469766,543.179365813792
163,10.285008799726427,23.588548201758925,21.8968481666667
777,10.321477970922514,253.8041151243001,249.33058717610902
776,10.321477970922514,742.0436795224769,732.4652558581645
422,10.372071911703589,41.090361914073014,40.332844586058584
126,10.38231663342459,67.93877897746763,63.5022138418031
127,10.38231663342459,19.96669672228134,18.84568483031464
128,10.38231663342459,1518.126353667254,1521.1094355526784
129,10.38231663342459,184.34195215548243,181.42195400029777
63,10.52309968241073,65.7505093843829,69.53453575344247
65,10.52309968241073,8.314009437375717,9.765405116540933
62,10.52309968241073,503.69925907499237,525.1887656501767
359,10.555546697786726,30.32991918421131,29.88167237819935
914,10.568877233687175,48.11819116871635,49.62499550370359
913,10.568877233687175,157.06405848827671,163.83240675179968
790,10.637065284572591,40.564496148137955,37.936403165289555
782,10.717127284596598,32.732830846054505,30.901770004012562
612,10.762453434427016,119.44799168847749,114.72109693761558
530,10.763128126278819,52.19236161725062,52.1603315994354
303,10.808517803269327,85.47100158020619,82.80784308428828
732,10.830515493108402,77.47603606411589,69.65848054823593
622,10.886859894364155,193.08847250775364,195.43395710001852
624,10.886859894364155,259.42440903952775,270.9357856162096
623,10.886859894364155,10.075488508122703,10.162086424628797
813,10.940598314568609,102.60369805715843,111.14472167127752
817,10.940598314568609,86.68217819088153,90.93853820140782
818,10.940598314568609,68.35370376421031,70.91164254504471
1000,11.006415931059784,234.9143795335001,235.17957164709514
999,11.006415931059784,310.9152563461938,310.7257635713098
315,11.127709374507688,38.771834113694695,39.51433208221488
317,11.127709374507688,2.485933675598062,2.315811586291602
314,11.127709374507688,918.5692485603463,934.9320585790988
57,11.279567412366488,0.0,0.0
877,11.293941127043988,43.215879770445596,40.607763991495666
1024,11.295470826139356,0.0,0.0
58,11.302064828952343,63.63224156262943,63.29135375618123
934,11.395413309652815,287.51656635762083,280.9644405279896
933,11.395413309652815,517.1449683119426,509.03652008268455
387,11.407596701471201,113.05967406137461,111.00088993432473
44,11.417387540349779,1186.6889820712786,1193.9934717417445
45,11.417387540349779,233.61704085638576,234.60202116510663
895,11.422692508687653,78.52932535460604,69.22916293704293
970,11.477869007590815,34.21426043735489,36.579975586044256
882,11.549656315964866,109.20526400977906,115.845701511269
501,11.65688308693562,85.51498871831399,85.8689193316693
477,11.70852721153678,47.26798394009484,47.57405806187239
476,11.70852721153678,433.4663316363367,435.441504151667
244,11.712521020173583,194.08782969417734,214.5094443746857
663,11.89306115253492,72.1812795269143,72.95222308238226
948,11.897644834193297,374.4831794822494,373.88972069855447
798,11.912983733312004,43.13727546263985,46.92109285888097
408,11.942845930275144,43.90026188959895,43.87401662942405
719,11.98419698782253,1176.710742085559,1133.663811656328
98,12.015740094111877,505.10137820006094,505.55294995200165
99,12.015740094111877,82.0506992151677,82.15400263873016
463,12.076427039292689,404.9033281794409,399.9284286887978
462,12.076427039292689,595.5109915588282,592.5163214536278
285,12.154779758811307,290.38219901295224,286.74393045573424
284,12.154779758811307,536.969449242998,531.2264066038267
406,12.16053094829149,41.456690798317624,42.39855327598444
301,12.174371723209918,42.98126884204336,40.83162156586995
638,12.192089927860357,188.06385326747414,187.42402793498707
639,12.192089927860357,148.5538759648647,148.29393862339396
552,12.223352125529116,71.317065385821,74.57068612456219
802,12.22531024735547,29.648948069292004,30.649125280460567
797,12.22531024735547,85.43435645953524,91.10150287176738
801,12.22531024735547,75.07972234407181,78.14451672599519
862,12.286470696113053,433.76741037676106,433.8763424980475
861,12.286470696113053,575.786541930112,575.8734579176698
450,12.300658363956297,47.70365332794988,50.71750380768332
944,12.32358337546833,9.748575897041519,9.38557639323517
943,12.32358337546833,310.4243803775953,300.4483032915741
405,12.357583892358662,73.37911771066588,71.11385691406544
248,12.490942434696217,1134.3079556191674,1098.932407593993
249,12.490942434696217,388.92934996262557,377.800854353507
739,12.498163809770663,28.473860304866246,23.737622559351856
376,12.499365120163127,129.41503467510483,133.6366555128061
377,12.499365120163127,100.48120528122672,104.29740742020476
96,12.559333915724107,97.35645217730541,89.2352703962943
1022,12.651601354181745,0.0,0.0
368,12.66754763984023,82.7210091276991,77.88290291618719
133,12.704731351035043,42.310150524315475,42.96407966225911
132,12.704731351035043,145.35384798126933,148.32463465132105
179,12.72581476563029,401.17795934595415,397.84661401388234
178,12.72581476563029,585.2252137479074,581.8586246981117
229,12.775412078040869,32.56106590050971,29.521602043405878
541,12.81396039215415,78.52287065681678,72.5654231867162
542,12.81396039215415,9.91974663902701,9.375007902739995
209,12.823578769983918,90.1938016436448,87.24550700493275
245,12.853885605223025,69.50369694426753,70.56911996694261
1033,12.87529431010707,84.1309153274762,76.58103670929812
195,12.946162582162138,30.674645072609508,30.577430833075084
194,12.946162582162138,102.44563196588018,102.05522999336688
373,13.028681648909542,55.76983955098876,59.40286887159891
372,13.028681648909542,72.0194507475735,76.10754242868643
270,13.045549114171942,153.20774174048893,158.79742343336693
271,13.045549114171942,37.60400731274058,39.13367822378859
601,13.061102138871977,496.4921424446984,492.69864917634186
602,13.061102138871977,132.41340077911264,131.01545830158284
551,13.084111136593613,100.54583470945545,107.35776839056598
896,13.143306180775804,35.445991430296075,38.497764673326934
290,13.168550390075975,368.6398779699248,363.88691594438205
291,13.168550390075975,76.8011148158821,75.57080369586765
335,13.183680186263338,1393.7449367703844,1441.6576998436008
956,13.220744047070829,811.7002147916974,809.6918371595648
955,13.220744047070829,846.1851102097817,852.7986380925786
947,13.228267062894702,737.2135041381625,736.5740221234519
1019,13.290828477579623,945.6921800711998,948.6826497682978
432,13.369479172099092,26.166268547678555,26.78177995155238
431,13.369479172099092,470.76590385628333,479.4537887593506
878,13.453222748564787,955.4639507236598,969.2703713436485
37,13.525725220770296,101.74688624899109,113.51165293301844
243,13.58281756889359,87.8087241656001,87.22684942848707
242,13.58281756889359,111.25350458813344,110.26345926821992
769,13.587909058800319,2.5033031837629096,2.71034547472118
768,13.587909058800319,79.63599949778654,85.72753147995172
451,13.60168407437026,105.07522890668983,98.95591155249642
594,13.60839120898925,101.7854347465709,100.74243505762934
593,13.60839120898925,948.0628486040587,945.1625574049986
762,13.72714203341354,664.5357392697833,672.9522303165732
763,13.72714203341354,394.0964203944386,398.1333540253472
181,13.764064992999694,74.16652536636138,79.36760335891631
180,13.764064992999694,77.17071327493068,81.84043901410587
920,13.780419400981469,331.3685795781885,330.7750668669996
919,13.780419400981469,1082.302275011607,1079.6784437427232
141,13.788325637809589,184.50129794833595,184.08176557816262
140,13.788325637809589,186.30008305720003,185.24769924874698
648,13.797087128909451,357.5081974161403,362.9815424094704
649,13.797087128909451,314.2441285149707,321.2490967496051
992,13.809610604050013,119.4714225545722,127.69745378769039
991,13.809610604050013,312.8263989597126,330.0913801128336
330,13.89770003357454,100.62185829541944,89.1102159633065
859,13.909912504056624,110.1677199177598,110.61593799354344
860,13.909912504056624,97.93817809647055,98.235846070295
440,13.916108543984349,62.417118388519114,62.1954672298508
441,13.916108543984349,9.720502833234164,9.695355958345054
637,13.923185973928247,58.34796706790803,52.60103748364418
636,13.923185973928247,119.22063300614354,108.67308525369117
814,13.95712315565522,64.68925630020081,58.28396743656818
651,13.983172090878375,713.8936113585287,718.5588870218626
650,13.983172090878375,527.8426520701823,530.8181118190528
791,14.020428528147818,76.60437146060579,63.69253021839643
618,14.033843832031266,85.2542239588407,88.26658620805406
619,14.033843832031266,62.24187601605681,63.97258543728708
647,14.061419483015651,98.94059745241354,92.28374530800768
116,14.078095840087043,289.9634508323578,289.86938554523067
117,14.078095840087043,106.59111793106013,106.73447447445892
811,14.121178416355,834.9611685426739,835.4642027937894
812,14.121178416355,749.8458735455815,750.2769967893973
1014,14.135516443856908,29.64893148160619,23.489894164205236
160,14.141731984365277,59.20818830324665,52.40481904944751
56,14.19175234984923,1064.209136275712,1042.8040163689066
55,14.19175234984923,528.208749556642,516.0105056710977
980,14.204241172163309,69.4209854706678,75.99608561079913
979,14.204241172163309,107.91814472728402,116.86867478437853
210,14.211914156203395,856.1487031986221,859.1688467688336
645,14.21378387837204,96.66215122812082,99.19765470849143
644,14.21378387837204,639.3614997000882,654.3639606790875
361,14.275924244545198,46.22267950317291,43.022626163487075
360,14.275924244545198,86.31165892553327,80.86915416538432
403,14.279977367617752,86.14934132712258,84.94986030025234
404,14.279977367617752,23.36317688965596,23.094998171515925
401,14.279977367617752,101.52866267688475,99.21066703509416
338,14.2870140319774,622.703694808697,624.3013911560879
339,14.2870140319774,96.02312014161453,96.31148002778082
660,14.313390410455417,322.5050098617485,320.68514874028006
659,14.313390410455417,650.7322011720107,649.1739664974721
586,14.340693088609404,7.9944352861841494,7.4478249892226955
585,14.340693088609404,52.46142591627739,47.69688671956699
59,14.343627262581258,60.16651180249674,51.17000282506755
190,14.359721318428061,71.44893025116413,70.74031458471899
191,14.359721318428061,3.118241978902631,3.0909652543596167
876,14.377910822798443,64.78682965253577,56.45401567534465
613,14.381507183489449,55.7184545665153,46.90329969360741
924,14.487172529016675,42.78503820617891,42.57484434702138
923,14.487172529016675,101.94350140380331,101.32540488097692
419,14.498571900495941,821.44098852151,817.9987224925626
420,14.498571900495941,77.13399028498498,76.62982440197993
418,14.498571900495941,230.9088604476351,231.82194814251807
417,14.498571900495941,947.3222205723159,950.7756082123201
500,14.51667299718564,47.35507928464291,44.15504842510845
60,14.519401027882095,53.902177944446095,54.254029504489814
681,14.563823858732013,398.1659939266083,389.3043866869957
682,14.563823858732013,109.47167098081627,106.30213658324283
428,14.571554787827507,52.26687715900334,48.55284857634979
427,14.571554787827507,99.20138151884748,92.76433137867753
345,14.57522672724732,46.84088829857319,45.55717503403321
344,14.57522672724732,59.413107306409074,57.92796278226342
900,14.580406730574255,57.67211686215847,55.04375720556764
795,14.643098686920235,752.1472307120457,748.036394087072
796,14.643098686920235,519.1340618632967,517.2451748899539
213,14.650900540840649,950.9647254087454,974.3073146047777
