,agent_k_invested_ideas_flat,agent_perceived_return_invested_ideas_flat,agent_actual_return_invested_ideas_flat
0,0,98.57461348792765,100.04042382187646
291,0,28.470728509304536,31.22146729569613
290,0,29.294520599823922,19.14341747532748
289,0,29.97626951518214,32.77958193454833
288,0,31.550441760007743,34.40285508053421
287,0,33.195118492591064,36.092641093971906
286,0,34.91207243831559,37.85016220665966
285,0,36.702953170713954,39.67648660403938
284,0,125.61177062749402,120.44274948368184
283,0,122.98134198569687,117.9901576359116
292,0,27.031865631266555,29.72704503172463
282,0,120.23429495385835,115.43533358708146
280,0,114.44668267194584,110.06728790460375
279,0,111.43408997879169,107.27803299537754
278,0,108.36058219535244,104.43428830231096
277,0,105.23942480406322,101.54743931193298
276,0,102.08341719762075,98.62849095330876
275,0,98.90481331384808,95.68800384259612
274,0,13.724926567648737,14.5402847995029
273,0,12.990605920867921,13.794808388322679
272,0,12.293718939150978,13.085535538259307
281,0,117.38472075445816,112.790360421061
293,0,25.657666666542355,28.29475604347863
294,0,24.346073232658455,26.922965545421903
295,0,63.38041433254352,61.62986719149899
342,0,11.047743929197154,9.29993879107117
341,0,11.519324009508637,12.293392269084507
340,0,242.03209173043888,238.0755939508863
339,0,34.3524050586704,34.930023386221535
336,0,330.0113418429746,326.1501633170774
335,0,12.15745050419173,9.640172753912339
334,0,14.184266292097163,11.352129688528294
333,0,34.29346416963316,29.267779341715382
310,0,60.456249763969026,61.23394373282099
309,0,196.02729901151724,198.21099237929047
306,0,10.080113242720472,10.186820255463317
305,0,15.640869355222094,15.787687371954235
304,0,93.3606373758837,86.599553199188
303,0,89.7919139957146,83.6759003113259
302,0,86.26339717125984,80.77523067537072
301,0,82.78483846111112,77.90461589419397
300,0,79.36494487386585,75.07049842758829
299,0,76.01139908210257,72.27869629722727
298,0,72.73088972585083,69.53441356319377
297,0,69.52915010084894,66.84225580984298
296,0,66.41100359484403,64.20624988886152
271,0,11.632556172667364,12.41091612476086
343,0,65.93396110086667,66.04451484122228
270,0,11.005464501999938,11.769444447840925
268,0,9.847167407382983,10.580150711906583
227,0,8.17538793968015,8.48468037686689
226,0,123.61916872290567,122.52692404759091
225,0,12.264101675695628,12.44188133429222
223,0,114.6884527817133,115.78328832733519
222,0,9.55019126113011,8.64244877105962
221,0,7.736248689208466,6.942196111226828
220,0,5.342816405542486,4.724779114205994
219,0,103.25156486266314,93.00751139384192
218,0,57.47327629355095,55.06788455544364
236,0,6.363121459251488,5.903924243186339
217,0,32.619263736990376,29.782804886463907
212,0,3.779814046984196,3.255729933850205
211,0,345.104723236328,341.9388354123139
209,0,3.694899033969584,2.9600789119274893
208,0,3.3296779093444044,2.6502538053535964
207,0,3.0003516519103925,2.3727203469948037
206,0,46.10747929706042,49.38040989243984
205,0,61.416957917314676,66.58993406906171
198,0,40.08002608125082,39.56882176601732
197,0,75.11688886033505,73.74215448765517
213,0,4.472853390075528,3.8799112556521074
237,0,15.438894695879213,12.293392269083014
238,0,18.185198407073244,14.792251966702992
239,0,22.2757357339201,18.61195517943881
267,0,9.312941755774403,10.029548716893999
266,0,8.806746378317456,9.506535345355786
265,0,8.327213155079193,9.009838714943868
257,0,22.731436822190517,20.65920700686911
256,0,296.81886087352177,295.86393410783603
255,0,25.47238442360441,24.29440942486002
507,0,1.6784654099864902,2.116713602324296
253,0,6.1957307041593594,6.15596936338261
252,0,6.540639843680765,6.499254333481076
251,0,7.691402413278411,7.644831511463053
250,0,124.45388857842408,119.7125890405041
249,0,82.92065949328799,80.43897671798595
248,0,9.783040985023632,10.427700413711534
247,0,8.086221093201232,8.685918912860075
246,0,16.814625216751665,14.10389251367269
245,0,19.614430713150796,16.583653385308935
244,0,35.914655810031036,31.384422582112165
243,0,222.32616335031844,232.79207531716202
242,0,52.5096912130939,73.11745827645427
241,0,182.17988596698615,177.89588807945165
240,0,92.14787158505032,98.40390431078094
269,0,10.410847834123388,11.159660476311984
196,0,68.77204481195236,67.00013291464029
344,0,149.47773071090705,149.89215374426203
348,0,41.83363587616537,45.96291039141665
465,0,34.728997382550006,33.15632492921759
464,0,104.44969373918502,104.43428830231096
463,0,107.18307460485994,107.27803299537845
461,0,31.29817972840283,31.303669652548706
460,0,286.529501464016,286.5152837556375
459,0,34.27639777289966,34.279019983016894
458,0,116.97517607305508,116.32157706315775
457,0,341.92116372199916,340.0176848124506
456,0,15.225303802699273,16.96390654627794
466,0,200.31019410370118,199.6327392986941
455,0,50.94238066792241,56.496078662010405
453,0,393.35020031685417,385.77327599428645
452,0,6.7105375935576745,7.242709646815854
451,0,18.01151715791829,19.516406563719016
450,0,9.005539854426388,8.66596445349387
449,0,272.3904935210785,274.4092610681646
448,0,35.276252306843105,34.926740483863114
439,0,44.57226280329087,43.41255930007355
438,0,39.80565969841473,39.41258340525695
436,0,43.93520535444986,47.77493479905206
454,0,126.60853395110644,124.65420355526567
467,0,28.968132314035756,24.114745523813326
468,0,7.382804410037352,5.22246076913143
469,0,3.0230111499476564,2.7609490612856717
506,0,1.3923892182213748,1.7763598213742995
